,registration number,name,established date,country,number of employs,purpose,phone number,email
869,b83c14b9-6f8b-4a65-9c96-8a82c1f7c32b,Equant N.V.,1979-05-07,Netherlands,12,,156-874-5685,sales@equantnv.org
870,d5d6160e-9f95-43c0-8c72-6a9d94f30b43,ADB Systems International Inc.,1966-01-23,Canada,34,,565-015-4063,marketing@adbsystemsinternationalinc.org
871,8712ea6c-a02c-4316-8fe1-86166691bb10,Princeton Media Group Inc.,1996-03-09,Canada,35,,471-532-0739,hr@princetonmediagroupinc.org
872,9318f8a5-3914-44f1-9e50-cb16501bcfb9,Sunday Communications Ltd.,1989-03-07,Cayman Islands,26,,309-266-8157,headquarters@sundaycommunicationsltd.org
873,b8cf10bb-7d2a-4144-af9f-5c784a4589cb,Bradner Ventures Ltd.,1968-04-24,Canada,11,,539-308-4898,info@bradnerventuresltd.org
874,c355d51d-c272-4e98-b6ee-0a2178460738,Aztek Technologies Inc.,1975-01-26,Canada,21,,483-183-1208,contact@aztektechnologiesinc.org
875,a8444499-0626-4ee8-83d5-d133dd2cddca,E.ON AG,1983-01-09,Germany,45,,461-722-5295,marketing@eonag.org
876,adbb0017-7def-412c-b1d7-2eca9410423d,Van der Moolen Holding N.V.,1976-01-15,Netherlands,27,,491-128-5674,hr@vandermoolenholdingnv.org
877,364bb3f2-1dfb-4da4-99d7-130f91ffc11c,Inficon Holding AG,1990-08-18,Switzerland,46,,856-825-1739,marketing@inficonholdingag.org
878,e96cefd3-77b2-4a16-a4cf-28d41a4e09f6,Nice Systems Ltd.,1967-05-18,Israel,46,,573-578-0956,sales@nicesystemsltd.org
879,b121db25-2cbd-4642-89ad-1b50bfed7c2f,"New China Homes, Ltd.",1990-12-06,Cayman Islands,21,,332-539-4457,sales@newchinahomesltd.org
880,1d3dd276-3b29-481e-bcbc-8171a31f0ce0,Metal Storm Ltd.,1995-10-08,Australia,23,,550-713-8502,contact@metalstormltd.org
881,9aa7a8fe-9444-40b5-87ff-f47262d1f155,Philips Electronics N.V.,1978-10-24,Netherlands,10,,167-142-3111,info@philipselectronicsnv.org
882,31f47038-eada-458a-bf68-792db3c3440a,CityView Corp Ltd.,1995-09-10,Australia,20,,117-869-9190,contact@cityviewcorpltd.org
883,21dbf974-6a8e-4ca2-a925-78b276e7592c,Canarc Resources Corp.,1977-04-05,Canada,33,,995-050-7699,enquiries@canarcresourcescorp.org
884,1b285f88-432e-4a01-ab84-87fdda74cc40,Balaton Power Inc.,1983-04-03,Canada,34,,301-090-4107,reach@balatonpowerinc.org
885,f69950ba-84c8-4c29-9749-644bafdb9b1a,Regional Independent Media Group plc,1988-02-24,United Kingdom,16,,945-654-1547,reach@regionalindependentmediagroupplc.org
886,375b204f-3193-431b-9ba8-55b279d5e359,Wacoal Corp.,1968-05-06,Japan,19,,823-059-4641,sales@wacoalcorp.org
887,7752f69c-706b-4b57-b899-dca9cb8340b0,Grupo Simec S.A. de C.V.,1969-08-05,Mexico,24,,964-130-4929,marketing@gruposimecsadecv.org
888,edf3f283-518c-4188-bdc3-90ff815fdfe4,Elron Electronic Industries Ltd.,1976-03-02,Israel,50,,352-190-2741,sales@elronelectronicindustriesltd.org
889,49911244-4750-4e41-8825-47221e64ce33,Olicom A/S,1984-11-07,Denmark,32,,899-138-5484,hr@olicomas.org
890,c6e8ac70-4b48-4098-89ab-8776eaef45e2,Biomira Inc.,1972-02-28,Canada,13,,467-549-4104,contact@biomirainc.org
891,614db947-9021-4511-aa0c-8d0c8f7a88cb,Localiza Rent-a-Car S.A.,1970-12-27,Brazil,48,,929-727-0042,headquarters@localizarentacarsa.org
892,2ece7cb3-2293-41b4-8892-6d34f343bb5e,Ito-Yokado Co. Ltd.,1995-03-14,Japan,24,,487-879-1044,sales@itoyokadocoltd.org
893,ddb6d064-3e6e-4271-8aba-2c6005126016,Scoot.com plc,1994-02-18,United Kingdom,19,,855-637-4913,reach@scootcomplc.org
894,f2a062a6-bcad-4dff-b1bd-69fa630227f1,Tevecap S.A.,1991-04-03,Brazil,21,,758-611-0024,reach@tevecapsa.org
895,a8563bc9-e974-43e6-ad6b-6ff51c62b4c2,Mercury Scheduling Systems Inc.,1964-11-05,Canada,14,,519-537-9037,contact@mercuryschedulingsystemsinc.org
896,51230234-c8e5-4e4b-937a-bba42eb2d322,Alto Palermo S.A.,1985-10-26,Argentina,19,,836-429-8929,contact@altopalermosa.org
897,12f6c97d-98a8-4061-bde4-584f20092d64,Net Sat Servicos Ltda.,1970-10-25,Brazil,48,,180-385-7125,contact@netsatservicosltda.org
898,bd07b0af-aca4-4985-8159-945a8e24cee6,Crystallex International Corp.,1996-08-16,Canada,17,,671-034-3321,reach@crystallexinternationalcorp.org
899,027b123d-517c-42a1-893a-f1eaf3e42a8c,Techsite Strategies Corp.,1962-08-14,Canada,12,,496-719-0082,headquarters@techsitestrategiescorp.org
900,9ae4dd98-f7a6-4041-8723-66b6db5cd7a8,ActFit.com Inc.,1975-12-30,Canada,47,,755-104-5249,hr@actfitcominc.org
901,0cca7cbc-44af-47cc-89a9-8d772b9d5209,Zarlink Semiconductor Inc.,1994-03-10,Canada,34,,995-354-7321,reach@zarlinksemiconductorinc.org
902,0b217844-4b01-4a66-a581-28c5810bebf3,Wavecom S.A.,1994-05-14,France,18,,223-832-6028,hr@wavecomsa.org
903,7b7160b0-e7ad-4244-ac95-a994d5d348d6,Alcatel,1993-05-14,France,19,,969-232-9027,marketing@alcatel.org
904,45f3c08e-febc-401d-8e07-c3cddb64d53c,"Qiao Xing Universal Telephone, Inc.",1991-03-16,British Virgin Islands,17,,146-811-2969,marketing@qiaoxinguniversaltelephoneinc.org
905,65c5c6e7-6880-465f-9fd5-1d303d91f055,Golden Rule Resources Ltd.,1979-05-27,Canada,35,,332-504-2197,headquarters@goldenruleresourcesltd.org
906,d3007f6e-13e5-4807-ab8f-9a871ed4e423,TPG N.V.,1993-09-12,Netherlands,17,,722-661-5410,info@tpgnv.org
907,ccb6ac51-3209-4245-99ad-242e1580ddfc,"Mitsubishi Tokyo Financial Group, Inc.",1979-01-13,Japan,5,,174-470-7609,contact@mitsubishitokyofinancialgroupinc.org
908,4f79b126-cda9-48fe-972e-d64c35a72146,Cadbury Schweppes plc,1963-10-26,United Kingdom,26,,835-668-2608,info@cadburyschweppesplc.org
909,0f72b025-88a9-4fca-9d85-48462666b191,Head N.V.,1967-09-05,Netherlands,24,,502-548-7245,contact@headnv.org
910,976835c9-3883-4547-bfaa-41f14f247fd1,Chartered Semiconductor Manufacturing Ltd.,1976-12-15,Singapore,41,,866-372-3739,reach@charteredsemiconductormanufacturingltd.org
911,157e6de4-7c85-4f3d-8c9e-c5b0380598bf,Pfeiffer Vacuum Technology AG,1984-12-12,Germany,26,,309-584-0808,contact@pfeiffervacuumtechnologyag.org
912,4c23a45e-6bf5-411e-80de-14f5c0119947,Manulife Financial Corp.,1967-02-19,Canada,27,,811-490-8966,marketing@manulifefinancialcorp.org
913,164f5888-fad0-4347-bd1c-384cb5052ab6,Mitsui & Company Ltd.,1974-01-31,Japan,11,,727-858-8574,info@mitsuicompanyltd.org
914,7e842bd6-d82f-4fd1-a436-ee4bbc16c6aa,Sulzer Medica Ltd.,1987-12-04,Switzerland,29,,558-050-1939,sales@sulzermedicaltd.org
915,e39e55d1-3c24-4fe2-be37-e489b5bcda1b,Havas Advertising,1973-02-10,France,15,,841-422-4434,headquarters@havasadvertising.org
916,ddc7cc6d-4786-41cf-9966-8d017c739fe2,Acindar Industria Argentina de Aceros S.A.,1978-03-29,Argentina,14,,847-211-8827,headquarters@acindarindustriaargentinadeacerossa.org
917,e8ad0cb1-f939-4d15-9559-04c0964b0cca,Dynamic Oil & Gas Ltd.,1969-12-04,Canada,42,,687-698-8726,info@dynamicoilgasltd.org
918,0073fb20-0b66-4adb-9c6b-09edcf0f16e3,Pro-Market Global plc,1995-06-25,United Kingdom,38,,302-767-3326,marketing@promarketglobalplc.org
919,bf0dd934-a5ad-415e-b6ef-b7c814922285,RoboGroup T.E.K. Ltd.,1964-07-11,Israel,11,,431-061-9956,reach@robogrouptekltd.org
920,3f3922e8-64ed-42b9-81cb-259b92e8c8cd,Nexus Telocation Systems Ltd.,1991-11-17,Israel,18,,825-646-8454,info@nexustelocationsystemsltd.org
921,d674fceb-d3d8-4586-a80e-e7948072435c,Silicom Ltd.,1970-05-20,Israel,42,,175-505-8378,info@silicomltd.org
922,f6d0a4f7-b85c-40dc-873c-64f3f454be1d,Cambior Inc.,1996-09-23,Canada,35,,529-015-7805,enquiries@cambiorinc.org
923,8b073e17-d512-4e48-9325-f28695ab2171,World Gaming plc,1990-11-19,United Kingdom,9,,695-818-3816,sales@worldgamingplc.org
924,38795270-a3b3-45a7-9fd5-eb88391d2c00,Mitsui Sumitomo Insurance Co. Ltd.,1968-09-24,Japan,14,,367-017-7816,info@mitsuisumitomoinsurancecoltd.org
925,77998e65-2d95-41ee-8f05-0162b8a0e958,Ricoh Company Ltd.,1991-04-22,Japan,29,,443-712-4562,headquarters@ricohcompanyltd.org
926,b6ab79fc-5a33-4edc-822a-39a1d5de74d9,New Tel Ltd.,1968-01-17,Australia,20,,392-807-2956,contact@newtelltd.org
927,13188283-2518-44ad-b785-c485edf21ee9,Glengarry Holdings Ltd.,1972-03-20,Bermuda,21,,747-772-6168,hr@glengarryholdingsltd.org
928,4668e2f1-4a63-416e-a4ed-e298e93fd31d,Getgo Mail.com Ltd.,1989-10-13,British Virgin Islands,37,,340-380-5450,hr@getgomailcomltd.org
929,ddcb30cd-6e9d-4ef1-86e8-0f9d871dc184,PDVSA Finance Ltd.,1992-05-01,Cayman Islands,10,,858-848-3650,contact@pdvsafinanceltd.org
930,2c90bffa-1e9a-47e2-a92c-033e4ca8f859,GlaxoSmithKline plc,1993-07-08,United Kingdom,5,,672-366-5339,marketing@glaxosmithklineplc.org
931,0e7244c2-993c-4095-9980-2669a3208d14,Pepsi-Gemex S.A. de C.V.,1976-10-01,Mexico,40,,796-706-1354,headquarters@pepsigemexsadecv.org
932,cd7b014b-2906-4e3b-88a9-6263c5588ce0,Aracruz Celulose S.A.,1986-08-30,Brazil,43,,936-398-0992,sales@aracruzcelulosesa.org
933,adebd2d3-08d4-4078-b365-40a0b3c60cd1,Logitech International S.A.,1963-12-21,Switzerland,30,,888-165-2915,info@logitechinternationalsa.org
934,65dc1024-caf6-4643-840d-a9e0bfd8c5c8,Acambis plc,1972-10-11,United Kingdom,12,,719-419-9220,headquarters@acambisplc.org
935,312748b6-36ef-45b3-9bef-1d3969fb781f,AES Drax Power Finance Holdings Ltd.,1987-11-05,United Kingdom,16,,826-396-2717,marketing@aesdraxpowerfinanceholdingsltd.org
936,4a1598d2-c9cd-45bf-8be4-ce678507ce72,Cresud Sacif,1988-10-27,Argentina,46,,309-321-5459,marketing@cresudsacif.org
937,64a2e2fe-6077-448e-b792-02c2495a5f02,Ocean Rig ASA,1963-10-06,Norway,13,,572-524-9847,marketing@oceanrigasa.org
938,84c681ff-12af-49b6-9ed7-fa5fc7927353,Smartlogik Group plc,1980-01-19,United Kingdom,15,,435-689-5083,hr@smartlogikgroupplc.org
939,ae1294a1-b9f4-4b44-9212-a37424b578f7,Consolidated Mercantile Inc.,1996-12-22,Canada,47,,688-253-7990,marketing@consolidatedmercantileinc.org
940,4301541f-5521-4a3a-a7b9-8dec36956d45,Industrias Bachoco S.A. de C.V.,1973-03-27,Mexico,10,,525-303-9041,enquiries@industriasbachocosadecv.org
941,aac93b40-b0bd-443d-9bd0-425a5bad6d51,Amcor Ltd.,1962-09-23,Australia,29,,996-758-1367,info@amcorltd.org
942,e02cd281-e901-4fdd-af91-8e95184dc538,Autonomy Corp plc,1985-11-30,United Kingdom,16,,525-037-4415,marketing@autonomycorpplc.org
943,19062530-b705-4797-a2e2-44e8b4eca8d3,A R T International Inc.,1963-04-13,Canada,29,,130-496-2779,contact@artinternationalinc.org
944,9e7755a6-455c-4eed-b6b9-96621311dd78,BOS Better Online Solutions Ltd.,1990-02-18,Israel,38,,574-377-0202,marketing@bosbetteronlinesolutionsltd.org
945,28276de2-758b-48e5-9ca9-9069da0f7c9e,Smith & Nephew plc,1996-08-27,United Kingdom,36,,954-626-0934,contact@smithnephewplc.org
946,c157d067-2446-4f7a-8cfb-22ca1edacfa9,Asia Pacific Wire & Cable Corp. Ltd.,1970-03-05,Bermuda,42,,563-291-8039,contact@asiapacificwirecablecorpltd.org
947,0f72b025-88a9-4fca-9d85-48462666b191,Head N.V.,1996-08-05,Netherlands,36,,502-548-7245,hr@headnv.org
948,5c118481-13f3-4191-ba82-6137b5eb4bc0,BBVA Banco Frances S.A.,1980-06-20,Argentina,33,,178-833-1391,contact@bbvabancofrancessa.org
949,e273c993-c891-4228-9bbb-99cc60a5f93b,Petroleos Mexicanos (Pemex),1992-12-31,Mexico,43,,318-191-5799,info@petroleosmexicanospemex.org
950,adbb0017-7def-412c-b1d7-2eca9410423d,Van der Moolen Holding N.V.,1976-08-13,Netherlands,41,,491-128-5674,marketing@vandermoolenholdingnv.org
951,475460db-0e0f-4546-8968-5e46e9c144d9,Nettron.com Corp.,1986-02-20,Canada,43,,278-488-3383,marketing@nettroncomcorp.org
952,9f7f495d-d9be-4fd9-9851-d125b0ebaf11,Cenargo International plc,1979-12-10,United Kingdom,6,,379-136-1405,headquarters@cenargointernationalplc.org
953,4853a4fe-87ce-48a8-9107-5d276aadff08,Veronex Technologies Inc.,1979-02-08,Canada,16,,991-360-0889,headquarters@veronextechnologiesinc.org
954,5f17e788-2a37-4ec1-b377-467b1be85f77,Orbotech Ltd.,1977-10-05,Israel,5,,158-106-1254,contact@orbotechltd.org
955,adab9790-198f-478c-82c2-b916746ca95e,Mahanagar Telephone Nigam Ltd.,1963-12-30,India,20,,467-026-7385,marketing@mahanagartelephonenigamltd.org
956,2f99dce3-489d-4d5a-9dfd-68b7b10ed3c7,Biora AB,1968-02-12,Sweden,24,,519-867-7351,marketing@bioraab.org
957,b4def29d-967b-427b-84f7-bffa1bad535e,Ineos Acrylics Group Holdings plc,1975-02-22,United Kingdom,23,,195-525-5760,sales@ineosacrylicsgroupholdingsplc.org
958,0cb0d174-3664-4904-8e4a-7b68b1ccef93,BBVA Banco BHIF,1986-05-25,Chile,34,,486-606-8376,enquiries@bbvabancobhif.org
959,dce4fa51-bcf4-4c02-859a-6b3f72b23fa3,Open Joint Stock Company of Long Distance - Rostelecom,1964-08-26,Russia,38,,227-193-6734,contact@openjointstockcompanyoflongdistancerostelecom.org
960,5a0711b4-39a6-4021-9d62-2e77a2c179ad,724 Solutions Inc.,1978-01-06,Canada,32,,303-078-0006,contact@724solutionsinc.org
961,9df54c69-c4e1-49d9-a680-bc0050b0dd08,Bank of Montreal,1982-06-05,Canada,16,,712-774-5214,info@bankofmontreal.org
962,2778e65a-55a2-4d44-8c36-4353815fa1f2,Gilat Satellite Networks Ltd.,1977-02-13,Israel,5,,525-476-0025,info@gilatsatellitenetworksltd.org
963,32479526-0e8d-4bad-874c-930fbacec4d7,Global SantaFe Corp.,1992-11-25,Cayman Islands,36,,320-747-9499,hr@globalsantafecorp.org
964,6cb46db7-6965-46d3-9a66-53e72bb825b1,Clearwave N.V.,1963-07-25,Netherlands,27,,448-401-8549,reach@clearwavenv.org
965,59c5fb65-8763-44ba-bcb3-865ee5386157,CNOOC Ltd.,1980-11-25,Hong Kong,10,,508-449-5224,hr@cnoocltd.org
966,b04372c2-9164-4a91-8967-4253619e1fac,Aber Diamond Ltd.,1969-12-02,Canada,25,,795-477-7972,reach@aberdiamondltd.org
967,0361a4fe-d6cc-450d-96f7-c792bd68ab16,CRH plc,1988-10-05,Ireland,47,,984-475-9412,headquarters@crhplc.org
968,991d6e81-7ddf-45a4-af92-0ec71e230dc5,Nortel Inversora S.A.,1972-02-13,Argentina,25,,148-415-2508,headquarters@nortelinversorasa.org
969,3848418b-d406-43c1-b4ea-2a92abaec744,Rogers Wireless Communications Inc.,1986-02-04,Canada,9,,251-794-0138,info@rogerswirelesscommunicationsinc.org
970,9df54c69-c4e1-49d9-a680-bc0050b0dd08,Bank of Montreal,1984-03-06,Canada,21,,712-774-5214,hr@bankofmontreal.org
971,0cc86b12-49bc-49b3-b3bb-7f33de61b7b0,Central Fund of Canada Ltd.,1982-11-07,Canada,47,,664-378-9073,headquarters@centralfundofcanadaltd.org
972,5e22be6c-4a5e-45d8-af4d-d2e845d2aecb,Orchestream Holdings plc,1965-01-23,United Kingdom,32,,509-383-8933,contact@orchestreamholdingsplc.org
973,1d3dd276-3b29-481e-bcbc-8171a31f0ce0,Metal Storm Ltd.,1991-03-19,Australia,9,,550-713-8502,headquarters@metalstormltd.org
974,fd2ff551-9219-445f-a26e-6fb14ed89907,Gulf Indonesia Resources Ltd.,1984-09-14,Canada,40,,779-887-0979,contact@gulfindonesiaresourcesltd.org
975,40fd268c-13fc-4e5b-9ffb-8d7cceb80577,Imperial Tobacco Group plc,1977-07-30,United Kingdom,14,,511-649-6799,marketing@imperialtobaccogroupplc.org
976,876befbd-459d-4712-a4e3-a8364893b064,Vannessa Ventures Ltd.,1982-07-22,Canada,24,,130-500-5180,headquarters@vannessaventuresltd.org
977,3297452c-4e8d-4b3b-864e-1c80bc587dff,Fresh Del Monte Produce Inc.,1974-01-02,Cayman Islands,28,,277-701-2131,marketing@freshdelmonteproduceinc.org
978,897fbd26-7390-4611-866b-ffd1e01ad73b,Occidente y Caribe Celular S.A.,1975-02-21,Colombia,14,,583-388-1228,reach@occidenteycaribecelularsa.org
979,5c1f6a9b-e39a-422f-991c-2b5171a161e9,Donner Minerals Ltd.,1973-04-10,Canada,20,,415-805-7819,enquiries@donnermineralsltd.org
980,fe12a755-2a08-4926-a4ad-3c5440f046fc,Digitale Telekabel AG,1971-01-03,Germany,40,,730-647-1011,sales@digitaletelekabelag.org
981,2e0f210f-165f-4dbd-b835-1c2351df52e0,Internet Initiative Japan Inc.,1985-03-09,Japan,26,,863-736-3311,enquiries@internetinitiativejapaninc.org
982,129732ea-8901-4dad-8b13-b1c00767eadd,Engel General Developers Ltd.,1996-09-06,Israel,19,,916-119-6117,enquiries@engelgeneraldevelopersltd.org
983,c13f2c1e-00dc-4c6d-aac5-d7e540e26170,Elan Corp plc,1974-10-08,Ireland,29,,252-416-7621,reach@elancorpplc.org
984,7fac6622-21fc-42b5-a192-1bbc59143976,Battery Technologies Inc.,1975-11-18,Canada,35,,330-717-8757,headquarters@batterytechnologiesinc.org
985,312748b6-36ef-45b3-9bef-1d3969fb781f,AES Drax Power Finance Holdings Ltd.,1995-11-13,United Kingdom,36,,826-396-2717,reach@aesdraxpowerfinanceholdingsltd.org
986,475460db-0e0f-4546-8968-5e46e9c144d9,Nettron.com Corp.,1993-11-27,Canada,18,,278-488-3383,headquarters@nettroncomcorp.org
987,b42bebbb-8816-43d6-8bbe-6bcc14503e75,Corus Group plc,1961-07-15,United Kingdom,13,,475-550-4773,sales@corusgroupplc.org
988,8ecf2ceb-9667-4fd9-8ccc-6d89cbd55fa6,Cinema Internet Networks Inc.,1967-07-14,Canada,16,,606-122-1609,info@cinemainternetnetworksinc.org
989,56763441-3c4f-487d-b37a-1de49a60584c,"Mad Catz Interactive, Inc.",1969-09-07,Canada,46,,355-700-5746,marketing@madcatzinteractiveinc.org
990,ea4cb47f-8c9d-4a66-89c8-1fd8622c19e7,"Sierra Wireless, Inc.",1987-05-31,Canada,24,,572-480-2458,reach@sierrawirelessinc.org
991,cfa6698a-0d17-415a-a688-b3e302149d89,Southwestern Resources Corp.,1989-06-25,Canada,50,,429-595-5859,hr@southwesternresourcescorp.org
992,a96b8916-9e57-4deb-baf3-7e157c2e4321,Lanoptics Ltd.,1982-07-18,Israel,28,,219-690-1017,contact@lanopticsltd.org
993,8bcb9913-86ac-4d87-b2b3-5984bccaa4d7,Nova Chemicals Corp.,1988-02-20,Canada,24,,878-539-1467,info@novachemicalscorp.org
994,d42b88c3-5e8e-4745-84e1-012703ab8cf4,Virginia Gold Mines Inc.,1972-07-19,Canada,19,,262-416-2252,enquiries@virginiagoldminesinc.org
995,b05fabb7-a937-429c-8397-e456215d1d84,"TV Azteca, S.A. de C.V.",1969-12-09,Mexico,38,,273-684-5195,headquarters@tvaztecasadecv.org
996,ba370b7b-c095-4195-afc2-70cc69ba9c36,Embraer-Empresa Brasileira de Aeronautica S.A.,1963-10-09,Brazil,48,,786-764-1831,contact@embraerempresabrasileiradeaeronauticasa.org
997,f2a062a6-bcad-4dff-b1bd-69fa630227f1,Tevecap S.A.,1982-10-23,Brazil,21,,758-611-0024,info@tevecapsa.org
998,563ab534-33ba-4143-bdee-094ae5cf8fc2,Nortran Pharmaceuticals Inc.,1983-08-14,Canada,42,,462-776-4729,contact@nortranpharmaceuticalsinc.org
999,ecea4adc-fde7-4d36-bc38-29b373d8459f,DynaMotive Energy Systems Corp.,1980-09-13,Canada,35,,577-260-5548,marketing@dynamotiveenergysystemscorp.org
1000,f826ff43-1bcd-498c-b3a2-f72aabbf93dd,BVR Systems Ltd.,1971-10-28,Israel,27,,847-692-4951,info@bvrsystemsltd.org
1001,ec9146ee-9d27-4064-9b28-2342e129dadc,BT Group plc,1989-04-13,United Kingdom,14,,951-464-1767,enquiries@btgroupplc.org
1002,4abf7ac9-cdc5-4244-ba33-99fecc7c68d0,International Power plc,1967-10-22,United Kingdom,38,,204-187-4940,reach@internationalpowerplc.org
1003,b2bd1a8f-db69-4e2f-a814-c43e6bd70220,Achieva Development Corp.,1974-06-16,Canada,7,,840-821-6609,enquiries@achievadevelopmentcorp.org
1004,629caa37-3ea3-4e52-8cc4-6321db9e111c,"Copamex Industries, S.A. de C.V.",1992-10-12,Mexico,31,,258-151-9801,sales@copamexindustriessadecv.org
1005,1b7470f6-af6f-40b8-932a-d5a6db824115,Telesp Celular Participacoes S.A.,1981-02-13,Brazil,12,,255-347-9233,contact@telespcelularparticipacoessa.org
1006,f5022c68-9d89-4d04-9ca0-05e6bc1a6f07,Centurion Energy International Inc.,1977-01-12,Canada,14,,601-764-4134,hr@centurionenergyinternationalinc.org
1007,0cea48cb-0c4f-4fdc-a63e-83ce8adbf1ad,Dassault Systems S.A.,1991-04-15,France,25,,790-087-9210,sales@dassaultsystemssa.org
1008,83937153-9fd8-4757-abc1-ec63079e1ef1,Counsel Corp.,1971-09-23,Canada,33,,956-319-2012,headquarters@counselcorp.org
1009,147bd82d-76b5-4081-9f2e-e8d59f83b7a0,Gucci Group N.V.,1994-06-29,Netherlands,32,,728-330-2350,marketing@guccigroupnv.org
1010,82c38cfd-b126-4313-a0ca-5f783bd8cf5e,Transgene S.A.,1961-02-16,France,18,,522-049-8323,enquiries@transgenesa.org
1011,b62b1218-6f01-4e04-9cdb-167cab3e524d,MFC Bancorp Ltd.,1995-06-01,Canada,13,,133-589-9729,reach@mfcbancorpltd.org
1012,9aba6f11-01a9-4bf8-8c26-d584ced71000,Franklin Lake Resources Ltd.,1964-01-18,Canada,20,,468-375-3827,headquarters@franklinlakeresourcesltd.org
1013,f6d0a4f7-b85c-40dc-873c-64f3f454be1d,Cambior Inc.,1979-11-10,Canada,47,,529-015-7805,marketing@cambiorinc.org
1014,e3b3e7e2-68c8-4d16-bfb9-db44db591c70,British Energy plc,1964-09-10,United Kingdom,19,,664-230-8289,marketing@britishenergyplc.org
1015,b152f023-94f9-4305-8b6b-040335386921,Trizec Hahn Corp.,1970-10-10,Canada,9,,123-574-7553,headquarters@trizechahncorp.org
1016,f5022c68-9d89-4d04-9ca0-05e6bc1a6f07,Centurion Energy International Inc.,1984-11-26,Canada,16,,601-764-4134,sales@centurionenergyinternationalinc.org
1017,f66035fb-336f-4051-bbc9-2663cbbcd1d4,Conoco Canada Resources Ltd.,1992-01-24,Canada,41,,417-720-7336,enquiries@conococanadaresourcesltd.org
1018,77909708-3214-4211-ae3e-41a8b3eb1771,Pacifica Papers Inc.,1990-11-17,Canada,6,,254-553-1432,hr@pacificapapersinc.org
1019,c26534a2-2c34-4e64-a034-d4149459f89c,Chipmos Technologies (Bermuda) Ltd.,1970-05-05,Bermuda,27,,617-095-9460,marketing@chipmostechnologiesbermudaltd.org
1020,e3b3e7e2-68c8-4d16-bfb9-db44db591c70,British Energy plc,1961-08-07,United Kingdom,19,,664-230-8289,contact@britishenergyplc.org
1021,74639ed6-b93d-407c-9d23-e2d75789bfb4,Compagnie Generale de Geophysique,1978-03-21,France,14,,897-329-3256,marketing@compagniegeneraledegeophysique.org
1022,7a02e50b-affa-4e54-88a6-1af3920e6943,Clearly Canadian Beverage Corp.,1992-09-26,Canada,7,,901-178-1005,marketing@clearlycanadianbeveragecorp.org
1023,cfa6698a-0d17-415a-a688-b3e302149d89,Southwestern Resources Corp.,1968-01-28,Canada,13,,429-595-5859,info@southwesternresourcescorp.org
1024,f6d9f529-3e4a-4df7-b215-0916485879a8,Resource Finance & Investments Ltd.,1977-02-01,Canada,17,,399-031-6623,headquarters@resourcefinanceinvestmentsltd.org
1025,3567e58e-b14d-4f75-9235-74f83bcb2ea3,Hummingbird Ltd.,1961-12-31,Canada,19,,644-037-2322,headquarters@hummingbirdltd.org
1026,fda6d6bd-1cbe-45c3-a932-67b85cabbedf,Hilton Petroleum Ltd.,1970-10-23,Canada,35,,488-108-7159,info@hiltonpetroleumltd.org
1027,7a02e50b-affa-4e54-88a6-1af3920e6943,Clearly Canadian Beverage Corp.,1987-10-03,Canada,30,,901-178-1005,enquiries@clearlycanadianbeveragecorp.org
1028,73a32931-82f7-4fa8-94b0-2b4ad2eba232,Continental Energy Corp,1984-06-29,Canada,29,,889-437-3270,contact@continentalenergycorp.org
1029,c18de526-d699-427b-9aef-d29a59d83440,Lorus Therapeutics Inc.,1987-10-31,Canada,8,,178-656-2483,marketing@lorustherapeuticsinc.org
1030,fc302471-5865-4d6e-b53e-34bacba70c9c,Skyepharma plc,1975-04-02,United Kingdom,15,,593-425-3082,contact@skyepharmaplc.org
1031,d4158e28-fd81-48a9-b179-9774a90e8688,Nordic American Tanker Shipping Ltd.,1968-06-14,Bermuda,31,,695-583-5519,info@nordicamericantankershippingltd.org
1032,d5ff8d44-6ee2-4229-b3e5-5ff5c7c0624b,UPM Kymmene Miramichi Inc.,1986-03-09,Canada,13,,433-241-5461,headquarters@upmkymmenemiramichiinc.org
1033,502dc35d-0b73-4377-854c-22d97d134cc7,Sand Technology Inc.,1976-02-04,Canada,45,,589-712-7059,sales@sandtechnologyinc.org
1034,1e195f98-3693-4177-a27d-5902de78cc53,Goldbelt Resources Ltd.,1992-12-09,Canada,22,,940-816-6266,info@goldbeltresourcesltd.org
1035,11f07f07-a2ff-44d3-8f53-7db241b93077,DSG International Ltd.,1965-01-12,British Virgin Islands,45,,135-440-6578,hr@dsginternationalltd.org
1036,c9adddad-572a-47d6-9d95-1546673cf019,Clondalkin Industries plc,1995-11-30,Ireland,37,,453-800-5049,info@clondalkinindustriesplc.org
1037,e0004433-4232-4741-8a21-e838312971fa,SAP Aktiengesellschaft,1976-12-01,Germany,46,,695-388-3610,reach@sapaktiengesellschaft.org
1038,942f7de4-f785-45dc-acf4-1e430e6b8a23,Liquidation World Inc.,1977-12-05,Canada,37,,229-683-3421,info@liquidationworldinc.org
1039,13e4755a-0eed-42b5-90b5-907b04bd055e,Hollinger Inc.,1960-02-29,Canada,38,,351-025-1952,hr@hollingerinc.org
1040,9738e7b5-24ed-4339-b202-b8a5eb1d698d,Mercury Partners & Co. Inc.,1972-05-10,Canada,40,,414-029-5609,hr@mercurypartnerscoinc.org
1041,ee6de7a3-c14d-49ae-b3f0-7b083531662d,Capital Environmental Resource Inc.,1971-03-01,Canada,41,,878-667-0344,headquarters@capitalenvironmentalresourceinc.org
