registeration number,name,establied date,country,number of employes,purpose,phone number,email
71eaa136-85ee-42cd-8d68-260dfe8bf153,Rio Narcea Gold Mines Ltd.,4/3/1960,Canada,31,,102-278-9989,reach@rionarceagoldminesltd.org
b7b73622-d592-4960-9de1-532ec4bb16b7,MDC Co.,9/21/1980,Canada,41,,454-132-9539,info@mdcco.org
fd830540-c85d-4846-bfbd-c3046b95766d,Vista Gold Corp.,7/4/1974,Canada,30,,882-071-5639,headquarters@vistagoldcorp.org
091f9a90-cca6-4b6a-8e03-a0b97a73ca1a,Galen Holdings plc,9/8/1980,United Kingdom,48,,894-694-7835,enquiries@galenholdingsplc.org
6f11c6f3-bcb3-4950-b199-4fa3859a185a,Companhia Vale de Rio Doce S.A.,4/14/1962,Brazil,28,,740-509-3575,reach@companhiavalederiodocesa.org
0dc51e65-4454-470d-ac4a-f3639fd9962a,mmO2 plc,4/27/1982,United Kingdom,28,,848-206-9934,hr@mmo2plc.org
06d50463-1641-495a-aa68-b05033a97082,Asia Pulp & Paper Co. Ltd.,6/26/1975,Singapore,26,,359-638-3879,headquarters@asiapulppapercoltd.org
9c058e28-231e-44bb-89dc-13976668c0f1,Elbit Medical Imaging Ltd.,2/5/1994,Israel,45,,453-229-6941,headquarters@elbitmedicalimagingltd.org
7d00561a-1ba4-4697-b1ad-1c2fb7ded064,Highway Holdings Ltd.,11/10/1963,British Virgin Islands,19,,955-563-6838,contact@highwayholdingsltd.org
3dc8bbcc-f73f-4d0f-b963-4f3ce6baa29e,Gener S.A.,3/31/1977,Chile,39,,684-325-2336,contact@genersa.org
492e2d0e-3595-4f59-a38e-567698e4c2f3,China Convergent Corp. Ltd.,6/3/1991,Bermuda,42,,374-842-4651,contact@chinaconvergentcorpltd.org
ce3013d2-008a-49a9-9eba-48c4ed35a688,Enitel ASA,1/28/1990,Norway,43,,262-283-2298,hr@enitelasa.org
6e8c7bad-f306-4793-ab04-1e8faa276d26,Corus Entertainment Inc.,6/21/1977,Canada,38,,529-476-5999,marketing@corusentertainmentinc.org
4c6632cd-7182-4d40-91d4-9a6b18e69607,Bookham Technology plc,3/5/1992,United Kingdom,39,,310-696-2649,enquiries@bookhamtechnologyplc.org
a7cd7cbb-b90d-4015-850a-aac411fadf30,Tioga Technologies Ltd.,1/13/1964,Israel,23,,674-746-7347,hr@tiogatechnologiesltd.org
2c5ee425-5be1-49cc-aba0-e37b86ce5623,Sony Corp.,1/12/1972,Japan,30,,210-873-8567,sales@sonycorp.org
2e370acb-2a3f-4d8b-8f44-b234942a9f88,Statoil ASA,7/22/1964,Norway,22,,598-039-1654,contact@statoilasa.org
a629c41a-13be-4d57-a372-d37ee0ceddfa,Globetech Ventures Corp.,9/17/1964,Canada,32,,488-858-2876,sales@globetechventurescorp.org
091f9a90-cca6-4b6a-8e03-a0b97a73ca1a,Galen Holdings plc,3/18/1974,United Kingdom,47,,894-694-7835,reach@galenholdingsplc.org
230498f9-95ef-41db-8e2e-886adacd063a,Orckit Communications Ltd.,6/5/1988,Israel,10,,318-387-0544,enquiries@orckitcommunicationsltd.org
a28844cd-d88f-4f42-86a2-b9a81c822a42,International Power plc,11/4/1994,United Kingdom,10,,361-638-0508,hr@internationalpowerplc.org
3dc75268-c465-4be1-ac31-f207a07057fb,"IRSA Inversiones y Representacions, S.A.",7/27/1995,Argentina,40,,853-252-7585,reach@irsainversionesyrepresentacionssa.org
fb19ddfb-e17b-4101-9b33-b710e2a4ad44,Localiza Rent-a-Car S.A.,1/23/1973,Brazil,37,,624-051-5113,headquarters@localizarentacarsa.org
c8c173b8-69a6-48d6-ba19-350d075e0748,724 Solutions Inc.,3/1/1989,Canada,22,,732-221-3678,contact@724solutionsinc.org
05ef8a23-6236-43cd-9453-04ce709298d7,Breakwater Resources Ltd.,7/5/1974,Canada,35,,828-380-8037,contact@breakwaterresourcesltd.org
36c0dd63-ee47-46c2-b3d6-4232b69bef11,HQI Translec Chile S.A.,6/20/1996,Chile,21,,373-757-3971,enquiries@hqitranslecchilesa.org
179eb58a-2a86-4e68-828a-183a05ee1955,Olympic Resources Ltd.,9/23/1967,Canada,34,,549-726-8356,headquarters@olympicresourcesltd.org
e95bda14-196a-4e7c-b931-8413cffb2de4,Anglo Swiss Resources Inc.,5/25/1982,Canada,38,,223-073-7250,headquarters@angloswissresourcesinc.org
8a7282ce-c72c-4410-adc2-84715610ec85,Bravo Resource Partners Ltd.,12/10/1973,Canada,50,,985-519-1812,sales@bravoresourcepartnersltd.org
62026147-d80f-49b7-a372-9460d061c66a,United Biscuits Finance plc,4/19/1968,United Kingdom,22,,469-728-2102,headquarters@unitedbiscuitsfinanceplc.org
2eaf5c6c-9d7b-4df1-8a45-841204012343,London Electricity Group plc,10/4/1985,United Kingdom,22,,774-112-1790,contact@londonelectricitygroupplc.org
66161d0d-a48f-484e-8e19-0a977909f015,Madison Enterprises Corp.,1/24/1982,Canada,16,,998-518-5195,marketing@madisonenterprisescorp.org
0c9b0ffe-3f8c-42c7-820a-0ff5028ad21b,E*Comnetrix Inc.,5/15/1992,Canada,25,,542-582-5907,hr@ecomnetrixinc.org
75315b3c-e3ea-45e5-a22c-68c3894bc534,Top Image Systems Ltd.,3/25/1988,Israel,28,,722-005-4229,contact@topimagesystemsltd.org
cf816a57-7fd2-4d9d-956d-ed2b89a4e7d3,"Elephant & Castle Group, Inc.",10/17/1963,Canada,50,,116-222-5074,marketing@elephantcastlegroupinc.org
bb5c59e8-4514-44b8-b31d-ba03f95abf05,Samex Mining Corp.,6/13/1975,Canada,21,,844-082-1949,marketing@samexminingcorp.org
38d99e13-3cd8-48ad-aeb2-b0b105c28371,Open Joint Stock Company of Long Distance - Rostelecom,2/19/1989,Russia,46,,806-160-3401,headquarters@openjointstockcompanyoflongdistancerostelecom.org
5165277a-d48e-41de-a956-5be89b25be72,Alliance Atlantis Communications Corp.,3/5/1992,Canada,41,,519-577-9872,info@allianceatlantiscommunicationscorp.org
a4ba6628-bb39-461e-9fc2-d9410c87fd97,Bioforest Pacific Inc.,6/22/1968,Canada,19,,414-220-4839,info@bioforestpacificinc.org
418eef1c-6fb2-42f7-a467-6b5de9ee7644,Instrumentation Laboratory S.p.A.,7/8/1961,Italy,20,,769-039-7352,enquiries@instrumentationlaboratoryspa.org
2c81b586-05ff-450a-9ef3-8ca50789b741,Videsh Sanchar Nigam Ltd.,9/26/1966,India,37,,741-418-5635,sales@videshsancharnigamltd.org
a3b87b24-ad77-4001-bd86-c4e47e36f5a6,Magyar Tavkozlesi RT. - MATAV,10/4/1995,Hungary,10,,667-271-7879,info@magyartavkozlesirtmatav.org
ae8a5ae9-0f3f-4ebc-b585-0e783a1d43c1,Dectron Internationale Inc.,6/11/1989,Canada,5,,573-526-9130,reach@dectroninternationaleinc.org
a10a113c-3d0a-4a68-a6a6-a637cf0b7b9e,British Energy plc,9/5/1977,United Kingdom,8,,668-448-3797,hr@britishenergyplc.org
a10a113c-3d0a-4a68-a6a6-a637cf0b7b9e,British Energy plc,4/16/1969,United Kingdom,11,,668-448-3797,info@britishenergyplc.org
fbbd6e28-d884-4599-843e-4aa91a527b8f,Grupo Elektra S.A.,8/16/1975,Mexico,30,,362-801-9020,headquarters@grupoelektrasa.org
a211fb02-34d2-4abc-9682-42b648ec3072,Grupo Industrial Durango S.A. de C.V.,12/22/1970,Mexico,38,,976-081-3567,hr@grupoindustrialdurangosadecv.org
091f9a90-cca6-4b6a-8e03-a0b97a73ca1a,Galen Holdings plc,1/23/1970,United Kingdom,37,,894-694-7835,hr@galenholdingsplc.org
d04c9fcb-ca85-4bc9-81f7-35b9976466f0,Quartz Mountain Gold Corp.,5/31/1995,Canada,12,,581-745-1790,headquarters@quartzmountaingoldcorp.org
a7e3df60-6a35-4c1e-89e0-f893cb318904,Miramar Mining Co.,3/21/1963,Canada,47,,584-835-8397,sales@miramarminingco.org
22e07124-4578-4a24-a78d-acf6152023c1,SCS Solars Computing Systems Inc.,4/4/1976,Canada,22,,381-385-8976,reach@scssolarscomputingsystemsinc.org
183eb4dc-2cb7-4bca-b8e4-9d28e4381591,Celulosa Arauco y Constitucion S.A.,9/6/1960,Chile,8,,344-735-9899,marketing@celulosaaraucoyconstitucionsa.org
f4e7c23c-039c-4b38-96a4-35e70f3c9935,National Grid Group plc,4/28/1976,United Kingdom,17,,765-804-8387,contact@nationalgridgroupplc.org
e4564451-b156-434b-9311-f420b48e65c0,Bunge Ltd.,10/27/1984,Bermuda,41,,858-547-6565,marketing@bungeltd.org
95720b0a-d8af-46a4-871c-8db441c997e1,Intershop Communications Aktiengesellshaft,4/2/1969,Germany,44,,397-505-8039,reach@intershopcommunicationsaktiengesellshaft.org
22a95c09-3661-47f1-b352-fe2c9152391d,Swisscom,12/3/1978,Switzerland,20,,172-665-9049,marketing@swisscom.org
ba093e44-33f9-4cd5-8b72-802b3e67b893,Telecom Argentina STET France Telecom S.A.,10/31/1980,Argentina,8,,397-607-2859,reach@telecomargentinastetfrancetelecomsa.org
f8b8e11e-8452-4ff5-a421-5a880147cf20,Tele Norte Celular Participacoes S.A.,12/11/1966,Brazil,42,,173-033-4219,sales@telenortecelularparticipacoessa.org
2c881204-06cf-4caf-ab78-595354f9a85a,Satyam Computer Services Ltd.,7/5/1964,India,30,,774-378-5216,reach@satyamcomputerservicesltd.org
d7f8a4cc-c09a-4cc8-bdc6-942f11793e87,"Kingsway Financial Services, Inc.",3/9/1968,Canada,23,,912-586-2598,enquiries@kingswayfinancialservicesinc.org
8a7282ce-c72c-4410-adc2-84715610ec85,Bravo Resource Partners Ltd.,6/20/1961,Canada,16,,985-519-1812,headquarters@bravoresourcepartnersltd.org
f0997d89-c363-4005-ae52-b993d86d511e,Banco Santiago,9/26/1977,Chile,26,,217-541-2710,enquiries@bancosantiago.org
8b04f9b3-8b46-4aad-9863-0fc879108c37,Repadre Capital Corp.,2/23/1961,Canada,13,,271-497-3167,reach@repadrecapitalcorp.org
edef0e45-8a62-4a94-8723-d7d199705613,Med Emerg International Ltd.,6/17/1960,Canada,42,,632-231-3345,contact@medemerginternationalltd.org
acb560e8-eef5-40b1-b028-15d89bd99300,Transglobe Energy Corp.,4/15/1981,Canada,27,,252-607-3644,contact@transglobeenergycorp.org
8f16830e-b6a4-44c7-8df4-027bb43830f7,Triant Technologies Inc.,12/16/1989,Canada,25,,450-731-7191,hr@trianttechnologiesinc.org
df470e3d-1369-4e27-ba4d-fca937141ed6,Advance Agro Public Co. Ltd.,7/14/1963,Thailand,17,,149-783-9015,reach@advanceagropubliccoltd.org
dbdc4f14-f47f-4846-9557-a5b7de4cb6cf,Hemosol Inc.,6/15/1994,Canada,20,,585-033-3791,contact@hemosolinc.org
37d3b4aa-25ae-4cd9-97e5-476c1a5234e1,Olicom A/S,5/21/1969,Denmark,19,,467-797-5753,sales@olicomas.org
f0b5974f-0cb5-41bc-90ea-bf66f2e71920,Royal & Sun Alliance Insurance Group plc,7/13/1981,United Kingdom,24,,284-697-0567,sales@royalsunallianceinsurancegroupplc.org
09020c51-0eb0-4f4a-91a8-aa56308f63d1,"Vasogen, Inc.",12/22/1984,Canada,24,,770-680-1185,contact@vasogeninc.org
52906e82-9ee4-40b5-b4de-ace9d3b2fa8f,"Grupo Aeroportuario del Sureste, S.A. de C.V.",4/20/1975,Mexico,39,,785-735-0768,headquarters@grupoaeroportuariodelsurestesadecv.org
fce00cc3-b4d5-41df-b0e4-512f44267324,Trimark Oil & Gas Ltd.,9/20/1978,Canada,40,,574-098-9433,contact@trimarkoilgasltd.org
f26e1fe0-b49d-478b-bb9c-ffef7e26140d,Brilliance China Automotive Holdings Ltd.,11/11/1974,Bermuda,10,,212-723-2273,contact@brilliancechinaautomotiveholdingsltd.org
5ebbb529-efa6-4952-a096-857dcd02c886,Eganagoldpfeil (Holdings) Ltd.,3/16/1990,Cayman Islands,9,,397-529-5341,headquarters@eganagoldpfeilholdingsltd.org
b477dc62-d174-4e35-8018-1831e27e654f,Kappa Beheer B.V.,12/25/1970,Netherlands,7,,564-149-7421,contact@kappabeheerbv.org
86659fe0-dbe2-4a3f-aa8c-555305c3657c,Eiger Technology Inc.,1/19/1960,Canada,28,,973-834-9539,marketing@eigertechnologyinc.org
a2766004-0cb0-4c3f-abce-f3204bf1b6ab,Dolphin Telecom plc,8/15/1970,United Kingdom,5,,422-316-9410,sales@dolphintelecomplc.org
0e1e260f-89d8-4dd7-b5a3-e684b051b618,Orix Corp.,3/25/1984,Japan,44,,404-757-8423,reach@orixcorp.org
38e25bbd-d563-4718-bcfd-504c846522a6,Canalaska Ventures Ltd.,2/1/1989,Canada,33,,131-455-3645,info@canalaskaventuresltd.org
a64d9192-ee86-431b-9170-c3c6734452c3,Waterford Wedgwood UK plc,12/18/1995,United Kingdom,23,,202-655-1696,hr@waterfordwedgwoodukplc.org
763cf42d-a325-4806-8ea6-4adefde442d8,Digitale Telekabel AG,5/22/1970,Germany,25,,111-080-4590,contact@digitaletelekabelag.org
6e4226f2-7f9f-4883-b0e5-bd381aa981a9,Bradner Ventures Ltd.,12/7/1965,Canada,41,,672-703-3871,marketing@bradnerventuresltd.org
89f99690-ab95-4b16-bbc1-1979c2d59b48,Polska Telefonia Cyfrowa Sp Z o o.,4/12/1962,Poland,32,,509-664-4948,reach@polskatelefoniacyfrowaspzoo.org
e9cfd823-1806-4638-91a5-887ecef368d7,"Grupo Azucarero, S.A. de C.V.",8/2/1982,Mexico,42,,185-628-1033,sales@grupoazucarerosadecv.org
3eb2e11c-16ef-4947-980d-5454c38b3cc5,Distribucion y Servicio D&S S.A.,7/8/1993,Chile,28,,953-490-7790,sales@distribucionyserviciodssa.org
1ba3c258-98b0-4697-b028-73a8d7723636,Pcom AG,8/30/1967,Germany,44,,576-685-9340,sales@pcomag.org
05b23860-cc47-48eb-ae50-72bec5dcc64b,CFM Majestic Inc.,12/13/1962,Canada,21,,198-404-4379,sales@cfmmajesticinc.org
0a5e4ce3-e160-4305-b9b5-45fdb3777e39,Abbey National plc,10/26/1995,United Kingdom,26,,233-139-6947,headquarters@abbeynationalplc.org
e48b5a46-1259-4139-bf1b-123f735076d6,Regus plc,3/28/1971,United Kingdom,46,,146-145-2107,hr@regusplc.org
430ef640-73b4-418b-a877-2792f9a605c9,Travelex plc,6/12/1989,United Kingdom,22,,546-327-7272,info@travelexplc.org
f139c953-e985-452f-8980-8c49f1fe0f49,Descartes Systems Group Inc.,4/27/1962,Canada,23,,395-694-7928,hr@descartessystemsgroupinc.org
b473a38c-bace-4061-bb32-337daea51fe6,Consolidated Envirowaste Industries Inc.,10/7/1968,Canada,12,,859-263-1289,headquarters@consolidatedenvirowasteindustriesinc.org
1d4dab37-b9dc-4262-9ca8-138e23a92423,O&Y Properties Corp.,10/17/1987,Canada,11,,832-575-5615,sales@oypropertiescorp.org
059be074-3605-4a61-b775-1e711c7ac9ac,Protherics plc,3/14/1987,United Kingdom,20,,658-371-0537,contact@prothericsplc.org
6874d17b-7644-4691-a0b9-2833f9f8ca96,Sinopec Shanghai Petrochemical Co. Ltd.,6/22/1961,China,18,,804-187-0972,headquarters@sinopecshanghaipetrochemicalcoltd.org
fa5d6c4b-cdde-4672-8ea0-6055f44acc33,Genesys S.A.,5/21/1976,France,48,,427-647-0746,contact@genesyssa.org
2679fffa-f89c-4f97-adaf-95fc4c5f314e,National Westminster plc,9/20/1970,United Kingdom,26,,794-309-7199,reach@nationalwestminsterplc.org
be0a48fe-53a8-42f8-b240-d94e8a27f3bc,Domtar Inc.,11/27/1973,Canada,6,,428-451-5107,contact@domtarinc.org
d5029ff0-304e-411b-9d3e-bc7c1e6da8db,Radvision Ltd.,1/8/1987,Israel,22,,977-866-3946,info@radvisionltd.org
64a407d6-1478-48dd-a8a8-57a0e1d91a56,International Utility Structures Inc.,2/24/1988,Canada,6,,490-039-3703,hr@internationalutilitystructuresinc.org
6f8ce4b9-203a-4386-82dd-f9020466fc71,Ashanti Goldfields Co. Ltd.,9/25/1980,Ghana,10,,301-025-4072,contact@ashantigoldfieldscoltd.org
d25fb05d-28f2-4791-819d-ede5d299421e,Ciba Speciality Chemicals Holding Inc.,1/31/1965,Switzerland,37,,428-238-6540,sales@cibaspecialitychemicalsholdinginc.org
986d4fe3-0093-4226-a129-eff3b10bf907,Enbridge Inc.,2/25/1965,Canada,29,,662-119-6664,marketing@enbridgeinc.org
a1b7f1e5-f76b-4c5e-af68-b3e1f6c4a2d8,NDS Group plc,6/2/1967,United Kingdom,24,,487-510-7208,reach@ndsgroupplc.org
14c2c561-de8a-4ebd-bb1e-2ce19bce3729,Radius Explorations Ltd.,6/3/1986,Canada,23,,230-270-0494,hr@radiusexplorationsltd.org
b7baa59b-a162-4ddb-a665-1dc3629e685b,Southwestern Resources Corp.,12/15/1992,Canada,18,,715-560-9551,sales@southwesternresourcescorp.org
6b612063-f7f6-4f79-884b-b6d5459796a0,Barrick Gold Corp.,2/17/1974,Canada,35,,967-310-7755,headquarters@barrickgoldcorp.org
d44306d8-1717-4ed4-a6da-0f76cca9a381,International Financial Group Inc.,3/27/1968,Cayman Islands,31,,529-035-6050,headquarters@internationalfinancialgroupinc.org
02bd3749-7e20-47fc-8544-70a424d08e37,SCOR,12/24/1971,France,13,,687-539-0685,hr@scor.org
2c28b359-5ddc-474e-bda4-6be3e0b6f54e,Tesma International Inc.,8/16/1972,Canada,24,,166-254-6446,hr@tesmainternationalinc.org
e05b3c9a-1f47-42ac-8680-f62619499ca3,Adrian Resources Ltd.,3/3/1979,Canada,33,,813-160-2929,sales@adrianresourcesltd.org
de811dd2-9db1-4a94-98d3-912815917fce,NovAtel Inc.,2/18/1964,Canada,43,,321-329-9578,hr@novatelinc.org
dc46b9e7-a5cc-4ba7-8785-e8c9b4ab1d4f,Fahnestock Viner Holdings Inc.,7/15/1996,Canada,33,,635-021-9295,headquarters@fahnestockvinerholdingsinc.org
8ac06109-6bd9-425e-8af6-41d99904602e,Rio Algom Ltd.,3/23/1965,Canada,13,,119-436-2681,sales@rioalgomltd.org
988b06ae-12da-414d-be4c-d73bd694c7d0,Crystal Systems Solutions Ltd.,7/14/1987,Israel,20,,666-622-0119,info@crystalsystemssolutionsltd.org
bc1a7fee-8433-4b89-8b27-0e5a96552a33,Votorantim Celulose e Papel S.A.,10/11/1963,Brazil,45,,465-557-4558,marketing@votorantimceluloseepapelsa.org
e8dbd745-ae4b-41b7-a92b-5ec42a3b119e,Alberta Energy Co. Ltd.,8/4/1972,Canada,7,,226-492-2034,hr@albertaenergycoltd.org
002f3506-5c39-4d4b-8099-82f3ab34195a,Sulzer Medica Ltd.,7/30/1965,Switzerland,23,,197-300-0272,enquiries@sulzermedicaltd.org
18cfdd89-4ea3-42aa-b607-3e63047cd52b,Manhattan Minerals Corp.,10/7/1977,Canada,45,,783-677-4993,contact@manhattanmineralscorp.org
044e51d7-a6e5-4645-8a2b-97f40f14191c,"Fording, Inc.",7/11/1993,Canada,19,,814-665-4943,hr@fordinginc.org
b1a51520-a21a-408d-94a9-7cdfd99597b0,Sunday Communications Ltd.,7/17/1981,Cayman Islands,42,,923-576-7844,sales@sundaycommunicationsltd.org
763ad8bf-8cd9-40d1-b236-07a4d5c14420,Euro Disney S.C.A.,3/5/1995,France,9,,357-852-0293,marketing@eurodisneysca.org
a5a8dd3b-ae06-478b-9127-32fcf7fb3854,Cryopack Industries Inc.,7/12/1995,Canada,19,,564-110-3761,info@cryopackindustriesinc.org
edbab26f-9f63-4151-b894-61ee3b8934a4,Cookson Group plc,11/18/1982,United Kingdom,17,,515-101-3129,marketing@cooksongroupplc.org
1b764e0d-368c-46cd-b56b-004bd2f6f1e2,TVX Gold Inc.,7/29/1969,Canada,44,,485-165-3868,info@tvxgoldinc.org
4c19aa78-8bb2-4618-984e-21885cc57173,China Enterprises Ltd.,7/5/1993,Bermuda,29,,278-074-9627,marketing@chinaenterprisesltd.org
d9de09cb-aaef-4d25-a096-8cedec27e3f8,Taiwan Semiconductor Manufacturing Co. Ltd.,5/18/1976,Taiwan,33,,993-848-4134,hr@taiwansemiconductormanufacturingcoltd.org
6fff5a76-51e9-46d9-8393-b5506ae8969c,Northern Crown Mines Ltd.,5/2/1962,Canada,18,,503-490-6501,enquiries@northerncrownminesltd.org
179eb58a-2a86-4e68-828a-183a05ee1955,Olympic Resources Ltd.,1/5/1992,Canada,11,,549-726-8356,contact@olympicresourcesltd.org
63b52456-58f4-4a5e-b7c8-01325956ee1e,Genesis Microchip Inc.,9/11/1989,Canada,36,,852-302-1346,sales@genesismicrochipinc.org
2db5482d-ed24-4fa5-b530-8a7135670f2b,Tele Centro Oeste Celular Participacoes S.A.,2/9/1984,Brazil,50,,676-287-8260,contact@telecentrooestecelularparticipacoessa.org
a21c0301-4fc3-4084-82fb-ff981ec429d7,Goran Capital Inc.,2/7/1963,Canada,15,,805-306-8166,marketing@gorancapitalinc.org
2679fffa-f89c-4f97-adaf-95fc4c5f314e,National Westminster plc,12/1/1991,United Kingdom,7,,794-309-7199,marketing@nationalwestminsterplc.org
e068c8a1-f87c-4f9e-879c-29f70a3f2a87,Fisher & Paykel Industries Ltd.,3/24/1978,New Zealand,35,,798-805-2088,headquarters@fisherpaykelindustriesltd.org
dc46b9e7-a5cc-4ba7-8785-e8c9b4ab1d4f,Fahnestock Viner Holdings Inc.,10/25/1991,Canada,23,,635-021-9295,reach@fahnestockvinerholdingsinc.org
6a4d0d05-78ed-446c-b7ff-14ee773e5ddc,Baytex Energy Ltd.,3/28/1968,Canada,49,,531-217-7061,marketing@baytexenergyltd.org
ba61774e-bf13-45a0-83f0-7e356552b47d,Clondalkin Industries plc,2/1/1990,Ireland,41,,195-626-1353,contact@clondalkinindustriesplc.org
057e514e-5a21-4096-9c66-a60d0911b4f9,PDVSA Finance Ltd.,3/12/1987,Cayman Islands,50,,103-872-3615,hr@pdvsafinanceltd.org
0a6dc66c-5e9e-4e27-8718-7138345de38c,Carlisle Holdings Ltd.,8/18/1995,Belize,25,,691-714-2603,marketing@carlisleholdingsltd.org
bff65dba-c869-4e8d-9b60-85e873236507,"Grupo TMM, S.A. de C.V.",6/12/1994,Mexico,27,,170-274-4984,reach@grupotmmsadecv.org
51b52ac3-f0a4-4906-82b3-9ca00c50db0d,HSBC Bank plc,11/17/1984,United Kingdom,20,,560-530-8771,marketing@hsbcbankplc.org
732b38fe-6789-445f-a6a3-70d6ece60e50,Nice Systems Ltd.,7/30/1975,Israel,36,,166-652-6464,reach@nicesystemsltd.org
5534d4dc-6b71-450e-85f5-e733a8895940,Benetton Group S.p.A.,10/27/1971,Italy,45,,499-244-5675,sales@benettongroupspa.org
74cc8572-df3b-402e-b9e8-7d0b59c62cf9,Empresa Electrica Pehuenche S.A.,8/18/1972,Chile,35,,970-550-9268,sales@empresaelectricapehuenchesa.org
cb222356-cfc3-45e6-a1c1-4841f4c74b0d,Rediff.com India Ltd.,3/22/1971,India,24,,305-753-6498,enquiries@rediffcomindialtd.org
132c9ed8-14ce-4c74-bfbb-02c53f54cf49,IGN Internet Global Network Inc.,4/17/1977,Canada,39,,453-882-5356,headquarters@igninternetglobalnetworkinc.org
8fb08fc8-f282-466d-ae15-c4da52f88e4f,Companhia Energetica de Minas Gerais - CEMIG,2/6/1986,Brazil,30,,703-821-2843,marketing@companhiaenergeticademinasgeraiscemig.org
a1eade07-d0b3-472b-af05-bea18acb3f71,Balaton Power Inc.,8/5/1980,Canada,39,,270-803-3687,marketing@balatonpowerinc.org
d74c6167-59ce-4669-9934-6b7717648c6d,Vitro S.A.,5/29/1971,Mexico,46,,527-147-8519,info@vitrosa.org
b6d8fc6e-4640-44db-b554-ac8849d1c4cd,GSI Lumonics Inc.,3/18/1972,Canada,13,,833-098-6280,sales@gsilumonicsinc.org
51ad5fd0-5c11-4a33-a5d2-5cd6841051fe,Conoco Canada Resources Ltd.,9/27/1964,Canada,19,,401-294-6454,sales@conococanadaresourcesltd.org
4fa6ee2a-cd17-49d5-ab47-5273869fba22,Transco plc,6/8/1984,United Kingdom,7,,622-244-2533,marketing@transcoplc.org
e0a289b7-d13a-4dcb-87bb-041b11c1f4cc,Tranz Rail Holdings Ltd.,2/27/1969,New Zealand,7,,732-203-7357,info@tranzrailholdingsltd.org
a178cb5b-6d2f-45e6-a8cc-ec494cc412f2,Cimatron Ltd.,6/22/1986,Israel,50,,512-210-5935,hr@cimatronltd.org
a99d07ca-7423-4259-bba2-4e83f405d0c4,Signet Group plc,3/28/1961,United Kingdom,47,,777-469-8590,sales@signetgroupplc.org
144c7db5-e94b-4f89-ab21-ced8b582b30d,Cenargo International plc,1/18/1977,United Kingdom,25,,369-739-2868,headquarters@cenargointernationalplc.org
36c0dd63-ee47-46c2-b3d6-4232b69bef11,HQI Translec Chile S.A.,9/20/1968,Chile,27,,373-757-3971,info@hqitranslecchilesa.org
be44c373-e023-4d19-9173-c67c9672cc78,Ricoh Company Ltd.,5/12/1985,Japan,21,,420-345-0095,contact@ricohcompanyltd.org
e5ace458-510a-4210-bc16-8ed2f407b00e,Quebecor Inc.,8/20/1993,Canada,44,,324-282-6326,hr@quebecorinc.org
4fa8cf55-1bc2-4ec8-8718-d46684aba3b4,Vodafone Group plc,12/20/1985,United Kingdom,39,,445-063-2040,marketing@vodafonegroupplc.org
92720b82-dfa7-4bc4-bf23-56e5ec6b109b,Metalink Ltd.,3/28/1970,Israel,22,,587-293-0746,sales@metalinkltd.org
66161d0d-a48f-484e-8e19-0a977909f015,Madison Enterprises Corp.,11/11/1984,Canada,17,,998-518-5195,contact@madisonenterprisescorp.org
e499da3c-706f-40f2-ad10-e1f57174ac10,Tembec Industries Inc.,9/29/1984,Canada,50,,421-882-7077,hr@tembecindustriesinc.org
897f7aaf-0a60-489e-9359-2092ea46bb78,Dynamic Digital Depth Inc.,8/19/1977,Canada,30,,146-846-3832,reach@dynamicdigitaldepthinc.org
025f9d12-617f-4bbe-89a7-a2598f5a6d49,Spur Ventures Inc.,2/6/1995,Canada,30,,928-023-5102,reach@spurventuresinc.org
e6adc754-ff08-486a-bf64-f0c68823b1bd,BOC Group plc,8/13/1993,United Kingdom,15,,543-780-4850,reach@bocgroupplc.org
b04575ab-57a6-4892-a506-18c3a3833bfe,Fomento Economico Mexicano S.A. de C.V.,11/11/1996,Mexico,37,,304-380-1927,enquiries@fomentoeconomicomexicanosadecv.org
6f3bfa68-3fbe-484d-8c51-80c5659025d6,Willis Group Ltd.,11/14/1996,United Kingdom,49,,213-029-9893,contact@willisgroupltd.org
950e91d7-b218-4daa-ba2c-ca820fc2620c,Ayotte Music Inc.,3/11/1970,Canada,14,,520-073-8525,headquarters@ayottemusicinc.org
311cb1bd-5914-4c9c-bc5b-afa31997cd08,Nortel Networks Corp.,1/12/1965,Canada,7,,439-699-2633,contact@nortelnetworkscorp.org
1abdf715-5fb3-4943-b534-e3f31e8695cc,Lloyds TSB Group plc,8/16/1987,United Kingdom,22,,522-531-8445,info@lloydstsbgroupplc.org
06bb4b11-77d3-4ad9-b563-f8995a076ff0,"Altair International, Inc.",6/26/1989,Canada,37,,950-246-2286,marketing@altairinternationalinc.org
83a7ab7c-ae99-4a28-8321-6c0568a10737,Apiva.com Web Corp.,8/28/1973,Canada,42,,333-636-3435,contact@apivacomwebcorp.org
5dd447c7-71dc-4ff6-81b6-ba7701cfd901,China Southern Airlines Corp. Ltd.,8/23/1972,China,36,,929-745-2122,contact@chinasouthernairlinescorpltd.org
3eb2e11c-16ef-4947-980d-5454c38b3cc5,Distribucion y Servicio D&S S.A.,2/12/1965,Chile,34,,953-490-7790,contact@distribucionyserviciodssa.org
76eb9484-51ae-4759-8927-12b915f22735,Murrin Murrin Holdings Pty Ltd.,4/6/1980,Australia,22,,402-005-4348,marketing@murrinmurrinholdingsptyltd.org
